Medication cateogory,Short name,Code type,Code,Description
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,5284911000001104,Bricanyl 250micrograms/dose inhaler (Dowelhurst Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,5285911000001100,Bricanyl 500micrograms/dose Turbohaler (Dowelhurst Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,5287111000001107,Combivent inhaler (Dowelhurst Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,5287711000001108,Combivent nebuliser liquid 2.5ml UDVs (Dowelhurst Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,5307111000001103,Oxis 12 Turbohaler (Dowelhurst Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,5307711000001102,Oxis 6 Turbohaler (Dowelhurst Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,5315611000001101,Salmeterol 25micrograms/dose inhaler (Dowelhurst Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,5317111000001100,Seretide 100 Accuhaler (Dowelhurst Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,5317311000001103,Seretide 250 Accuhaler (Dowelhurst Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,5317511000001109,Seretide 500 Accuhaler (Dowelhurst Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,5320411000001102,Serevent 25micrograms/dose inhaler (Dowelhurst Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,5320611000001104,Serevent 50micrograms/dose Accuhaler (Dowelhurst Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,5321011000001102,Symbicort 200/6 Turbohaler (Dowelhurst Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,5321111000001101,Serevent 50microgram disks with Diskhaler (Dowelhurst Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,5321611000001109,Serevent 50microgram disks (Dowelhurst Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,5322811000001104,Terbutaline 250micrograms/dose inhaler (Dowelhurst Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,5323111000001100,Terbutaline 500micrograms/dose Turbohaler (Dowelhurst Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,5323811000001107,Salmeterol 50microgram Diskhaler (Dowelhurst Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,5324211000001109,Ventide inhaler (Dowelhurst Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,5324411000001108,Ventolin 200micrograms/dose Accuhaler (Dowelhurst Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,5324811000001105,Ventolin 200microgram Rotacaps (Dowelhurst Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,5411211000001107,Salbutamol 8mg modified-release tablets (Waymade Healthcare Plc)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,5420011000001102,Salbutamol 4mg modified-release tablets (Waymade Healthcare Plc)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,5443411000001101,Volmax 4mg modified-release tablets (Dowelhurst Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,5443711000001107,Volmax 8mg modified-release tablets (Dowelhurst Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,5583011000001107,Ventolin 400microgram Rotacaps (Dowelhurst Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,5594511000001100,Ventolin 100micrograms/dose Evohaler (Dowelhurst Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,9040011000001103,Salbutamol 2.5mg/2.5ml nebuliser liquid unit dose Steripoule vials (Galen Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,9040211000001108,Salbutamol 5mg/2.5ml nebuliser liquid unit dose Steripoule vials (Galen Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,9102311000001103,Salbutamol 2.5mg/2.5ml nebuliser liquid unit dose vials (Teva UK Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,9102511000001109,Salbutamol 5mg/2.5ml nebuliser liquid unit dose vials (Teva UK Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,9111011000001106,Terbutaline 5mg/2ml nebuliser liquid unit dose vials (Galen Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,9204911000001109,Easyhaler Salbutamol sulfate 200micrograms/dose dry powder inhaler (Orion Pharma (UK) Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,9205211000001104,Easyhaler Salbutamol sulfate 100micrograms/dose dry powder inhaler (Orion Pharma (UK) Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,9207411000001106,Salbutamol 100micrograms/dose dry powder inhaler
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,9239411000001108,Terbutaline 1.5mg/5ml oral solution sugar free (A A H PharmaceuticalsLtd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,9628711000001106,Atimos Modulite 12micrograms/dose inhaler (Chiesi Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,9652711000001107,Formoterol 12micrograms/dose inhaler CFC free
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,10073011000001107,Serevent 25micrograms/dose Evohaler (GlaxoSmithKline UK Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,10075611000001101,Salmeterol 25micrograms/dose inhaler CFC free
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,10432311000001108,Salbutamol 100micrograms/dose inhaler (Arrow Generics Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,10453811000001108,Salbutamol 2.5mg/2.5ml nebuliser liquid unit dose vials (Arrow Generics Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,10454011000001100,Salbutamol 5mg/2.5ml nebuliser liquid unit dose vials (Arrow Generics Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,10472811000001102,Seretide 250 Evohaler (Dowelhurst Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,10473211000001109,Seretide 125 Evohaler (Dowelhurst Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,10474211000001107,Salbutamol 4mg modified-release tablets (Dowelhurst Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,10474711000001100,Salbutamol 8mg modified-release tablets (Dowelhurst Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,10493811000001104,Ventolin 200micrograms/dose Accuhaler (Waymade Healthcare Plc)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,10506611000001103,Symbicort 400/12 Turbohaler (Waymade Healthcare Plc)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,10512011000001109,Seretide 125 Evohaler (Waymade Healthcare Plc)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,10776911000001102,Combivent nebuliser liquid 2.5ml UDVs (Waymade Healthcare Plc)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,10847711000001102,Serevent 25micrograms/dose Evohaler (Waymade Healthcare Plc)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,10927511000001104,Ipramol nebuliser solution 2.5ml Steri-Neb unit dose vials (Teva UK Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,10983311000001107,Symbicort 100/6 Turbohaler (Waymade Healthcare Plc)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,11006511000001106,Salbutamol 2.5mg/2.5ml nebuliser liquid unit dose vials (Accord Healthcare Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,11006711000001101,Salbutamol 5mg/2.5ml nebuliser liquid unit dose vials (Accord Healthcare Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,11150411000001106,Terbutaline 5mg/2ml nebuliser liquid unit dose vials (Accord Healthcare Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,11176411000001106,Formoterol Easyhaler 12micrograms/dose dry powder inhaler (Orion Pharma (UK) Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,11256611000001108,Terbutaline 5mg/2ml nebuliser liquid unit dose vials (A A H Pharmaceuticals Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,12062211000001109,Terbutaline 5mg/2ml nebuliser liquid unit dose vials (Alliance Healthcare (Distribution) Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,12626211000001108,Formoterol 12microgram inhalation powder capsules with device
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,12880611000001109,Salbutamol 2.5mg/2.5ml nebuliser liquid unit dose vials (Kent Pharma (UK) Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,12880811000001108,Salbutamol 5mg/2.5ml nebuliser liquid unit dose vials (Kent Pharma (UK) Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,12906411000001100,Fostair 100micrograms/dose / 6micrograms/dose inhaler (Chiesi Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,12911011000001100,Beclometasone 100micrograms/dose / Formoterol 6micrograms/dose inhaler CFC free
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,13132801000001101,Budesonide 200micrograms/dose / Formoterol 6micrograms/dose dry powder inhaler
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,13159001000001101,Salbutamol 4mg modified-release tablets
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,13159101000001100,Salbutamol 4mg modified-release capsules
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,13159201000001107,Salbutamol 8mg modified-release capsules
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,13159401000001106,Salbutamol 2mg/5ml oral solution sugar free
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,13159601000001109,Salbutamol 500micrograms/1ml solution for injection ampoules
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,13159701000001104,Salbutamol 5mg/5ml solution for infusion ampoules
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,13159801000001108,Salbutamol 200microgram inhalation powder blisters with device
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,13159901000001102,Salbutamol 400microgram inhalation powder blisters with device
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,13160001000001100,Salbutamol 200microgram inhalation powder blisters
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,13160101000001104,Salbutamol 400microgram inhalation powder blisters
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,13160301000001102,Salbutamol 100micrograms/dose inhaler CFC free
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,13160401000001105,Salbutamol 200micrograms/dose dry powder inhaler
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,13160601000001108,Salbutamol 100micrograms/dose breath actuated inhaler CFC free
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,13160701000001103,Salbutamol 100micrograms/dose inhaler
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,13161101000001106,Terbutaline 250micrograms/dose inhaler
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,13161201000001104,Terbutaline 250micrograms/dose inhaler with spacer
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,13161501000001101,Salmeterol 25micrograms/dose inhaler
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,13161601000001102,Salmeterol 50microgram inhalation powder blisters with device
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,13161701000001107,Salmeterol 50microgram inhalation powder blisters
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,13161801000001103,Salmeterol 50micrograms/dose dry powder inhaler
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,13161901000001109,Formoterol 6micrograms/dose dry powder inhaler
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,13162001000001101,Formoterol 12micrograms/dose dry powder inhaler
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,13162101000001100,Fluticasone 50micrograms/dose / Salmeterol 25micrograms/dose inhaler CFC free
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,13162201000001107,Fluticasone 125micrograms/dose / Salmeterol 25micrograms/dose inhaler CFC free
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,13162301000001103,Fluticasone 250micrograms/dose / Salmeterol 25micrograms/dose inhaler CFC free
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,13162401000001106,Fluticasone propionate 100micrograms/dose / Salmeterol 50micrograms/dose dry powder inhaler
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,13162501000001105,Fluticasone propionate 250micrograms/dose / Salmeterol 50micrograms/dose dry powder inhaler
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,13162601000001109,Fluticasone propionate 500micrograms/dose / Salmeterol 50micrograms/dose dry powder inhaler
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,13164501000001104,Fenoterol 100micrograms/dose / Ipratropium 40micrograms/dose inhaler
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,13164601000001100,Fenoterol 100micrograms/dose / Ipratropium bromide 40micrograms/dosebreath actuated inhaler
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,13164701000001105,Salbutamol 100micrograms/dose / Ipratropium 20micrograms/dose inhaler
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,13166001000001102,Salbutamol 100micrograms/dose / Beclometasone 50micrograms/dose inhaler
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,13168701000001101,Sodium cromoglicate 1mg/dose / Salbutamol 100micrograms/dose inhaler with spacer
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,13168801000001105,Sodium cromoglicate 1mg/dose / Salbutamol 100micrograms/dose inhaler
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,13203711000001107,Serevent 25micrograms/dose Evohaler (Dowelhurst Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,13206411000001106,Symbicort 100/6 Turbohaler (Dowelhurst Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,13206611000001109,Symbicort 400/12 Turbohaler (Dowelhurst Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,13533511000001104,Salbulin Novolizer 100micrograms/dose inhalation powder (Viatris UK Healthcare Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,13533711000001109,Salbulin Novolizer 100micrograms/dose inhalation powder refill (Viatris UK Healthcare Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,13566111000001109,Salbutamol 100micrograms/dose dry powder inhalation cartridge
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,13566211000001103,Salbutamol 100micrograms/dose dry powder inhalation cartridge with device
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,13626311000001105,Salbutamol 2mg/5ml oral solution sugar free (Pinewood Healthcare)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,13837711000001100,Bricanyl 500micrograms/dose Turbohaler (DE Pharmaceuticals)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,13943811000001108,Oxis 6 Turbohaler (DE Pharmaceuticals)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,13944011000001100,Oxis 12 Turbohaler (DE Pharmaceuticals)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,13958011000001106,Symbicort 100/6 Turbohaler (DE Pharmaceuticals)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,13958611000001104,Symbicort 200/6 Turbohaler (DE Pharmaceuticals)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,13959211000001106,Symbicort 400/12 Turbohaler (DE Pharmaceuticals)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,13967411000001108,Ventolin 200micrograms/dose Accuhaler (DE Pharmaceuticals)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,13968911000001104,Ventolin 100micrograms/dose Evohaler (DE Pharmaceuticals)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,13991111000001107,Terbutaline 500micrograms/dose Turbohaler (DE Pharmaceuticals)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,13997111000001100,Seretide 100 Accuhaler (DE Pharmaceuticals)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,13997511000001109,Seretide 250 Accuhaler (DE Pharmaceuticals)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,13997811000001107,Serevent 50micrograms/dose Accuhaler (DE Pharmaceuticals)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,13998111000001104,Seretide 125 Evohaler (DE Pharmaceuticals)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,13998411000001109,Seretide 250 Evohaler (DE Pharmaceuticals)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,14207711000001100,Bambec 10mg tablets (Sigma Pharmaceuticals Plc)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,14208011000001101,Bambec 20mg tablets (Sigma Pharmaceuticals Plc)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,14214011000001107,Duovent UDVs nebuliser liquid 4ml (Sigma Pharmaceuticals Plc)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,14239811000001105,Foradil 12microgram inhalation powder capsules with device (Sigma Pharmaceuticals Plc)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,14620511000001104,Symbicort 100/6 Turbohaler (Sigma Pharmaceuticals Plc)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,14620711000001109,Symbicort 200/6 Turbohaler (Sigma Pharmaceuticals Plc)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,14621111000001102,Symbicort 400/12 Turbohaler (Sigma Pharmaceuticals Plc)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,14662411000001107,Bricanyl 500micrograms/dose Turbohaler (Sigma Pharmaceuticals Plc)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,14674111000001100,Seretide 100 Accuhaler (Sigma Pharmaceuticals Plc)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,14674711000001104,Seretide 250 Accuhaler (Sigma Pharmaceuticals Plc)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,14705211000001107,Seretide 500 Accuhaler (Sigma Pharmaceuticals Plc)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,14705411000001106,Seretide 125 Evohaler (Sigma Pharmaceuticals Plc)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,14705611000001109,Oxis 12 Turbohaler (Sigma Pharmaceuticals Plc)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,14705811000001108,Seretide 250 Evohaler (Sigma Pharmaceuticals Plc)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,14706011000001106,Serevent 50micrograms/dose Accuhaler (Sigma Pharmaceuticals Plc)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,14706211000001101,Serevent 25micrograms/dose Evohaler (Sigma Pharmaceuticals Plc)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,14706311000001109,Oxis 6 Turbohaler (Sigma Pharmaceuticals Plc)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,14750911000001104,Ventolin 200micrograms/dose Accuhaler (Sigma Pharmaceuticals Plc)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,14759211000001101,Volmax 8mg modified-release tablets (Sigma Pharmaceuticals Plc)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,15522411000001103,Salipraneb 0.5mg/2.5mg nebuliser solution 2.5ml ampoules (Arrow Generics Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,15534911000001100,Salbutamol 2.5mg/2.5ml / Ipratropium bromide 500micrograms/2.5ml nebuliser liquid ampoules
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,16219211000001106,Oxis 6 Turbohaler (Lexon (UK) Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,16219411000001105,Oxis 12 Turbohaler (Lexon (UK) Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,16240811000001109,Seretide 100 Accuhaler (Lexon (UK) Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,16241011000001107,Seretide 250 Accuhaler (Lexon (UK) Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,16241111000001108,Seretide 500 Accuhaler (Lexon (UK) Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,16241311000001105,Seretide 125 Evohaler (Lexon (UK) Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,16241511000001104,Seretide 250 Evohaler (Lexon (UK) Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,16241711000001109,Serevent 25micrograms/dose Evohaler (Lexon (UK) Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,16241911000001106,Serevent 50micrograms/dose Accuhaler (Lexon (UK) Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,16545911000001103,Foradil 12microgram inhalation powder capsules with device (Stephar (U.K.) Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,16581611000001101,Foradil 12microgram inhalation powder capsules with device (Mawdsley Brooks & Company Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,16585911000001109,Oxis 12 Turbohaler (Stephar (U.K.) Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,16587911000001104,Seretide 100 Accuhaler (Stephar (U.K.) Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,16588111000001101,Seretide 250 Evohaler (Stephar (U.K.) Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,16728511000001101,Seretide 50 Evohaler (Waymade Healthcare Plc)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,16733611000001107,Salbutamol 2.5mg/2.5ml / Ipratropium bromide 500micrograms/2.5ml nebuliser liquid ampoules (A A H Pharmaceuticals Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,17026511000001100,Salbutamol 2.5mg/2.5ml nebuliser liquid unit dose vials (Alliance Healthcare (Distribution) Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,17026711000001105,Salbutamol 5mg/2.5ml nebuliser liquid unit dose vials (Alliance Healthcare (Distribution) Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,17299911000001102,Onbrez Breezhaler 300microgram inhalation powder capsules with device (Novartis Pharmaceuticals UK Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,17300811000001109,Onbrez Breezhaler 150microgram inhalation powder capsules with device (Novartis Pharmaceuticals UK Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,17313711000001107,Indacaterol 150microgram inhalation powder capsules with device
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,17313811000001104,Indacaterol 300microgram inhalation powder capsules with device
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,17344411000001108,Oxis 6 Turbohaler (Mawdsley-Brooks & Company Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,17344611000001106,Oxis 12 Turbohaler (Mawdsley-Brooks & Company Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,17438511000001108,Salamol 100micrograms/dose Easi-Breathe inhaler (Mawdsley-Brooks & Company Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,17440111000001102,Seretide 100 Accuhaler (Mawdsley-Brooks & Company Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,17440311000001100,Seretide 250 Accuhaler (Mawdsley-Brooks & Company Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,17440511000001106,Seretide 500 Accuhaler (Mawdsley-Brooks & Company Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,17440711000001101,Seretide 125 Evohaler (Mawdsley-Brooks & Company Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,17440911000001104,Seretide 250 Evohaler (Mawdsley-Brooks & Company Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,17441111000001108,Serevent 50micrograms/dose Accuhaler (Mawdsley-Brooks & Company Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,17441311000001105,Serevent 25micrograms/dose Evohaler (Mawdsley-Brooks & Company Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,17457311000001102,Symbicort 100/6 Turbohaler (Mawdsley-Brooks & Company Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,17457611000001107,Symbicort 200/6 Turbohaler (Mawdsley-Brooks & Company Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,17457811000001106,Symbicort 400/12 Turbohaler (Mawdsley-Brooks & Company Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,17470911000001100,Ventolin 200micrograms/dose Accuhaler (Mawdsley-Brooks & Company Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,17471111000001109,Ventolin 100micrograms/dose Evohaler (Mawdsley-Brooks & Company Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,17471311000001106,Ventolin 5mg Nebules (Mawdsley-Brooks & Company Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,17471511000001100,Ventolin 2.5mg Nebules (Mawdsley-Brooks & Company Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,17495111000001101,Bambec 10mg tablets (Mawdsley-Brooks & Company Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,17602911000001107,Bricanyl 500micrograms/dose Turbohaler (Necessity Supplies Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,17616311000001108,Oxis 6 Turbohaler (Necessity Supplies Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,17616911000001109,Oxis 12 Turbohaler (Necessity Supplies Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,17661711000001102,Terbutaline 5mg/2ml nebuliser liquid unit dose vials (Arrow Generics Ltd)
