Medicaiton category,Short name,Code type,Code,Description
Inhaled corticosteroid,ICS,dm+d,10273611000001105,Budesonide 500micrograms/2ml nebuliser liquid unit dose vials (Teva UK Ltd)
Inhaled corticosteroid,ICS,dm+d,10274211000001106,Budesonide 1mg/2ml nebuliser liquid unit dose vials (Teva UK Ltd)
Inhaled corticosteroid,ICS,dm+d,10326511000001109,Budesonide 500micrograms/2ml nebuliser liquid unit dose vials (Kent Pharma (UK) Ltd)
Inhaled corticosteroid,ICS,dm+d,10326711000001104,Budesonide 1mg/2ml nebuliser liquid unit dose vials (Kent Pharma (UK) Ltd)
Inhaled corticosteroid,ICS,dm+d,10347711000001104,Budesonide 500micrograms/2ml nebuliser liquid unit dose vials (Alliance Healthcare (Distribution) Ltd)
Inhaled corticosteroid,ICS,dm+d,10347911000001102,Budesonide 1mg/2ml nebuliser liquid unit dose vials (Alliance Healthcare (Distribution) Ltd)
Inhaled corticosteroid,ICS,dm+d,10453011000001102,Budesonide 500micrograms/2ml nebuliser liquid unit dose vials (ArrowGenerics Ltd)
Inhaled corticosteroid,ICS,dm+d,10453211000001107,Budesonide 1mg/2ml nebuliser liquid unit dose vials (Arrow Generics Ltd)
Inhaled corticosteroid,ICS,dm+d,10472811000001102,Seretide 250 Evohaler (Dowelhurst Ltd)
Inhaled corticosteroid,ICS,dm+d,10473211000001109,Seretide 125 Evohaler (Dowelhurst Ltd)
Inhaled corticosteroid,ICS,dm+d,10506611000001103,Symbicort 400/12 Turbohaler (Waymade Healthcare Plc)
Inhaled corticosteroid,ICS,dm+d,10512011000001109,Seretide 125 Evohaler (Waymade Healthcare Plc)
Inhaled corticosteroid,ICS,dm+d,10527411000001109,Pulmicort LS 50micrograms/dose inhaler (Waymade Healthcare Plc)
Inhaled corticosteroid,ICS,dm+d,10617711000001103,Clenil Modulite 50micrograms/dose inhaler (Chiesi Ltd)
Inhaled corticosteroid,ICS,dm+d,10618211000001109,Clenil Modulite 100micrograms/dose inhaler (Chiesi Ltd)
Inhaled corticosteroid,ICS,dm+d,10619311000001107,Clenil Modulite 200micrograms/dose inhaler (Chiesi Ltd)
Inhaled corticosteroid,ICS,dm+d,10619611000001102,Clenil Modulite 250micrograms/dose inhaler (Chiesi Ltd)
Inhaled corticosteroid,ICS,dm+d,10621011000001101,Beclometasone 200micrograms/dose inhaler CFC free
Inhaled corticosteroid,ICS,dm+d,10621111000001100,Beclometasone 250micrograms/dose inhaler CFC free
Inhaled corticosteroid,ICS,dm+d,10785011000001101,Pulmicort 1mg Respules (Waymade Healthcare Plc)
Inhaled corticosteroid,ICS,dm+d,10834011000001106,Flixotide 2mg/2ml Nebules (Waymade Healthcare Plc)
Inhaled corticosteroid,ICS,dm+d,10835911000001109,Flixotide 25micrograms/dose inhaler (Waymade Healthcare Plc)
Inhaled corticosteroid,ICS,dm+d,10838111000001101,Becodisks 200microgram (Waymade Healthcare Plc)
Inhaled corticosteroid,ICS,dm+d,10838311000001104,Becodisks 400microgram (Waymade Healthcare Plc)
Inhaled corticosteroid,ICS,dm+d,10844511000001104,Becotide 200 inhaler (Waymade Healthcare Plc)
Inhaled corticosteroid,ICS,dm+d,10855011000001109,Flixotide 50micrograms/dose Evohaler (Waymade Healthcare Plc)
Inhaled corticosteroid,ICS,dm+d,10983311000001107,Symbicort 100/6 Turbohaler (Waymade Healthcare Plc)
Inhaled corticosteroid,ICS,dm+d,11005511000001104,Budesonide 500micrograms/2ml nebuliser liquid unit dose vials (Accord Healthcare Ltd)
Inhaled corticosteroid,ICS,dm+d,11005711000001109,Budesonide 1mg/2ml nebuliser liquid unit dose vials (Accord Healthcare Ltd)
Inhaled corticosteroid,ICS,dm+d,11400011000001108,Beclometasone 50micrograms/dose inhaler (Almus Pharmaceuticals Ltd)
Inhaled corticosteroid,ICS,dm+d,11400511000001100,Beclometasone 100micrograms/dose inhaler (Almus Pharmaceuticals Ltd)
Inhaled corticosteroid,ICS,dm+d,11400811000001102,Beclometasone 250micrograms/dose inhaler (Almus Pharmaceuticals Ltd)
Inhaled corticosteroid,ICS,dm+d,12888311000001102,Flixotide 0.5mg/2ml Nebules (Waymade Healthcare Plc)
Inhaled corticosteroid,ICS,dm+d,12906411000001100,Fostair 100micrograms/dose / 6micrograms/dose inhaler (Chiesi Ltd)
Inhaled corticosteroid,ICS,dm+d,12911011000001100,Beclometasone 100micrograms/dose / Formoterol 6micrograms/dose inhaler CFC free
Inhaled corticosteroid,ICS,dm+d,13132801000001101,Budesonide 200micrograms/dose / Formoterol 6micrograms/dose dry powder inhaler
Inhaled corticosteroid,ICS,dm+d,13162101000001100,Fluticasone 50micrograms/dose / Salmeterol 25micrograms/dose inhaler CFC free
Inhaled corticosteroid,ICS,dm+d,13162201000001107,Fluticasone 125micrograms/dose / Salmeterol 25micrograms/dose inhaler CFC free
Inhaled corticosteroid,ICS,dm+d,13162301000001103,Fluticasone 250micrograms/dose / Salmeterol 25micrograms/dose inhaler CFC free
Inhaled corticosteroid,ICS,dm+d,13162401000001106,Fluticasone propionate 100micrograms/dose / Salmeterol 50micrograms/dose dry powder inhaler
Inhaled corticosteroid,ICS,dm+d,13162501000001105,Fluticasone propionate 250micrograms/dose / Salmeterol 50micrograms/dose dry powder inhaler
Inhaled corticosteroid,ICS,dm+d,13162601000001109,Fluticasone propionate 500micrograms/dose / Salmeterol 50micrograms/dose dry powder inhaler
Inhaled corticosteroid,ICS,dm+d,13164801000001101,Beclometasone 400microgram inhalation powder blisters with device
Inhaled corticosteroid,ICS,dm+d,13164901000001107,Beclometasone 400microgram inhalation powder blisters
Inhaled corticosteroid,ICS,dm+d,13165001000001107,Beclometasone 50micrograms/dose breath actuated inhaler
Inhaled corticosteroid,ICS,dm+d,13165101000001108,Beclometasone 250micrograms/dose breath actuated inhaler
Inhaled corticosteroid,ICS,dm+d,13165201000001101,Beclometasone 100micrograms/dose breath actuated inhaler
Inhaled corticosteroid,ICS,dm+d,13165301000001105,Beclometasone 100microgram inhalation powder blisters with device
Inhaled corticosteroid,ICS,dm+d,13165401000001102,Beclometasone 200microgram inhalation powder blisters with device
Inhaled corticosteroid,ICS,dm+d,13165501000001103,Beclometasone 100microgram inhalation powder blisters
Inhaled corticosteroid,ICS,dm+d,13165601000001104,Beclometasone 200microgram inhalation powder blisters
Inhaled corticosteroid,ICS,dm+d,13166001000001102,Salbutamol 100micrograms/dose / Beclometasone 50micrograms/dose inhaler
Inhaled corticosteroid,ICS,dm+d,13166401000001107,Budesonide 200micrograms/dose inhaler
Inhaled corticosteroid,ICS,dm+d,13166501000001106,Budesonide 50micrograms/dose inhaler
Inhaled corticosteroid,ICS,dm+d,13166601000001105,Fluticasone propionate 50microgram inhalation powder blisters with device
Inhaled corticosteroid,ICS,dm+d,13166701000001100,Fluticasone propionate 100microgram inhalation powder blisters with device
Inhaled corticosteroid,ICS,dm+d,13166801000001109,Fluticasone propionate 250microgram inhalation powder blisters with device
Inhaled corticosteroid,ICS,dm+d,13166901000001103,Fluticasone propionate 50microgram inhalation powder blisters
Inhaled corticosteroid,ICS,dm+d,13167001000001104,Fluticasone propionate 100microgram inhalation powder blisters
Inhaled corticosteroid,ICS,dm+d,13167101000001103,Fluticasone propionate 250microgram inhalation powder blisters
Inhaled corticosteroid,ICS,dm+d,13167301000001101,Fluticasone propionate 500microgram inhalation powder blisters with device
Inhaled corticosteroid,ICS,dm+d,13167401000001109,Fluticasone propionate 500microgram inhalation powder blisters
Inhaled corticosteroid,ICS,dm+d,13167501000001108,Fluticasone propionate 50micrograms/dose dry powder inhaler
Inhaled corticosteroid,ICS,dm+d,13167601000001107,Fluticasone propionate 100micrograms/dose dry powder inhaler
Inhaled corticosteroid,ICS,dm+d,13167801000001106,Fluticasone propionate 500micrograms/dose dry powder inhaler
Inhaled corticosteroid,ICS,dm+d,13167901000001100,Fluticasone 125micrograms/dose inhaler CFC free
Inhaled corticosteroid,ICS,dm+d,13168001000001103,Fluticasone 250micrograms/dose inhaler CFC free
Inhaled corticosteroid,ICS,dm+d,13168101000001102,Fluticasone 50micrograms/dose inhaler CFC free
Inhaled corticosteroid,ICS,dm+d,13180411000001105,Beclazone 100 Easi-Breathe inhaler (Dowelhurst Ltd)
Inhaled corticosteroid,ICS,dm+d,13180811000001107,Beclazone 250 Easi-Breathe inhaler (Dowelhurst Ltd)
Inhaled corticosteroid,ICS,dm+d,13181011000001105,Beclazone 50 Easi-Breathe inhaler (Dowelhurst Ltd)
Inhaled corticosteroid,ICS,dm+d,13186411000001107,Budesonide 1mg/2ml nebuliser liquid unit dose vials (Dowelhurst Ltd)
Inhaled corticosteroid,ICS,dm+d,13186811000001109,Budesonide 500micrograms/2ml nebuliser liquid unit dose vials (Dowelhurst Ltd)
Inhaled corticosteroid,ICS,dm+d,13206411000001106,Symbicort 100/6 Turbohaler (Dowelhurst Ltd)
Inhaled corticosteroid,ICS,dm+d,13206611000001109,Symbicort 400/12 Turbohaler (Dowelhurst Ltd)
Inhaled corticosteroid,ICS,dm+d,13261601000001100,Mometasone 400micrograms/dose dry powder inhaler
Inhaled corticosteroid,ICS,dm+d,13261701000001105,Mometasone 200micrograms/dose dry powder inhaler
Inhaled corticosteroid,ICS,dm+d,13262201000001105,Beclometasone 50micrograms/dose breath actuated inhaler CFC free
Inhaled corticosteroid,ICS,dm+d,13262401000001109,Beclometasone 100micrograms/dose breath actuated inhaler CFC free
Inhaled corticosteroid,ICS,dm+d,13841811000001102,Flixotide 50micrograms/dose Accuhaler (Waymade Healthcare Plc)
Inhaled corticosteroid,ICS,dm+d,13876511000001105,Flixotide 100micrograms/dose Accuhaler (DE Pharmaceuticals)
Inhaled corticosteroid,ICS,dm+d,13876711000001100,Flixotide 250micrograms/dose Accuhaler (DE Pharmaceuticals)
Inhaled corticosteroid,ICS,dm+d,13876911000001103,Flixotide 500micrograms/dose Accuhaler (DE Pharmaceuticals)
Inhaled corticosteroid,ICS,dm+d,13877111000001103,Flixotide 250microgram disks (DE Pharmaceuticals)
Inhaled corticosteroid,ICS,dm+d,13877311000001101,Flixotide 500microgram disks (DE Pharmaceuticals)
Inhaled corticosteroid,ICS,dm+d,13877511000001107,Flixotide 125micrograms/dose Evohaler (DE Pharmaceuticals)
Inhaled corticosteroid,ICS,dm+d,13877711000001102,Flixotide 250micrograms/dose Evohaler (DE Pharmaceuticals)
Inhaled corticosteroid,ICS,dm+d,13878311000001100,Flixotide 0.5mg/2ml Nebules (DE Pharmaceuticals)
Inhaled corticosteroid,ICS,dm+d,13878511000001106,Flixotide 2mg/2ml Nebules (DE Pharmaceuticals)
Inhaled corticosteroid,ICS,dm+d,13952211000001103,Pulmicort 0.5mg Respules (DE Pharmaceuticals)
Inhaled corticosteroid,ICS,dm+d,13952511000001100,Pulmicort 1mg Respules (DE Pharmaceuticals)
Inhaled corticosteroid,ICS,dm+d,13952811000001102,Pulmicort 100 Turbohaler (DE Pharmaceuticals)
Inhaled corticosteroid,ICS,dm+d,13953111000001103,Pulmicort 200 Turbohaler (DE Pharmaceuticals)
Inhaled corticosteroid,ICS,dm+d,13953611000001106,Pulmicort 400 Turbohaler (DE Pharmaceuticals)
Inhaled corticosteroid,ICS,dm+d,13954711000001100,Qvar 100 inhaler (DE Pharmaceuticals)
Inhaled corticosteroid,ICS,dm+d,13958011000001106,Symbicort 100/6 Turbohaler (DE Pharmaceuticals)
Inhaled corticosteroid,ICS,dm+d,13958611000001104,Symbicort 200/6 Turbohaler (DE Pharmaceuticals)
Inhaled corticosteroid,ICS,dm+d,13959211000001106,Symbicort 400/12 Turbohaler (DE Pharmaceuticals)
Inhaled corticosteroid,ICS,dm+d,13961211000001104,Pulmicort LS 50micrograms/dose inhaler (DE Pharmaceuticals)
Inhaled corticosteroid,ICS,dm+d,13997111000001100,Seretide 100 Accuhaler (DE Pharmaceuticals)
Inhaled corticosteroid,ICS,dm+d,13997511000001109,Seretide 250 Accuhaler (DE Pharmaceuticals)
Inhaled corticosteroid,ICS,dm+d,13998111000001104,Seretide 125 Evohaler (DE Pharmaceuticals)
Inhaled corticosteroid,ICS,dm+d,13998411000001109,Seretide 250 Evohaler (DE Pharmaceuticals)
Inhaled corticosteroid,ICS,dm+d,14233711000001100,Flixotide 100micrograms/dose Accuhaler (Sigma Pharmaceuticals Plc)
Inhaled corticosteroid,ICS,dm+d,14233911000001103,Flixotide 500micrograms/dose Accuhaler (Sigma Pharmaceuticals Plc)
Inhaled corticosteroid,ICS,dm+d,14234111000001104,Flixotide 250micrograms/dose Accuhaler (Sigma Pharmaceuticals Plc)
Inhaled corticosteroid,ICS,dm+d,14234311000001102,Flixotide 50micrograms/dose Accuhaler (Sigma Pharmaceuticals Plc)
Inhaled corticosteroid,ICS,dm+d,14234511000001108,Flixotide 125micrograms/dose Evohaler (Sigma Pharmaceuticals Plc)
Inhaled corticosteroid,ICS,dm+d,14234711000001103,Flixotide 250micrograms/dose Evohaler (Sigma Pharmaceuticals Plc)
Inhaled corticosteroid,ICS,dm+d,14234911000001101,Flixotide 0.5mg/2ml Nebules (Sigma Pharmaceuticals Plc)
Inhaled corticosteroid,ICS,dm+d,14235111000001100,Flixotide 2mg/2ml Nebules (Sigma Pharmaceuticals Plc)
Inhaled corticosteroid,ICS,dm+d,14235311000001103,Flixotide 100microgram disks (Sigma Pharmaceuticals Plc)
Inhaled corticosteroid,ICS,dm+d,14235511000001109,Flixotide 250microgram disks (Sigma Pharmaceuticals Plc)
Inhaled corticosteroid,ICS,dm+d,14235711000001104,Flixotide 500microgram disks (Sigma Pharmaceuticals Plc)
Inhaled corticosteroid,ICS,dm+d,14238811000001103,Fluticasone 250micrograms/dose Evohaler (Sigma Pharmaceuticals Plc)
Inhaled corticosteroid,ICS,dm+d,14382711000001109,Pulmicort 1mg Respules (Sigma Pharmaceuticals Plc)
Inhaled corticosteroid,ICS,dm+d,14386211000001101,Pulmicort 0.5mg Respules (Sigma Pharmaceuticals Plc)
Inhaled corticosteroid,ICS,dm+d,14387611000001102,Pulmicort 400 Turbohaler (Sigma Pharmaceuticals Plc)
Inhaled corticosteroid,ICS,dm+d,14390211000001104,Pulmicort 100 Turbohaler (Sigma Pharmaceuticals Plc)
Inhaled corticosteroid,ICS,dm+d,14390411000001100,Pulmicort 200 Turbohaler (Sigma Pharmaceuticals Plc)
Inhaled corticosteroid,ICS,dm+d,14616311000001102,Qvar 100 Autohaler (Sigma Pharmaceuticals Plc)
Inhaled corticosteroid,ICS,dm+d,14616611000001107,Qvar 100 inhaler (Sigma Pharmaceuticals Plc)
Inhaled corticosteroid,ICS,dm+d,14620511000001104,Symbicort 100/6 Turbohaler (Sigma Pharmaceuticals Plc)
Inhaled corticosteroid,ICS,dm+d,14620711000001109,Symbicort 200/6 Turbohaler (Sigma Pharmaceuticals Plc)
Inhaled corticosteroid,ICS,dm+d,14621111000001102,Symbicort 400/12 Turbohaler (Sigma Pharmaceuticals Plc)
Inhaled corticosteroid,ICS,dm+d,14674111000001100,Seretide 100 Accuhaler (Sigma Pharmaceuticals Plc)
Inhaled corticosteroid,ICS,dm+d,14674711000001104,Seretide 250 Accuhaler (Sigma Pharmaceuticals Plc)
Inhaled corticosteroid,ICS,dm+d,14705211000001107,Seretide 500 Accuhaler (Sigma Pharmaceuticals Plc)
Inhaled corticosteroid,ICS,dm+d,14705411000001106,Seretide 125 Evohaler (Sigma Pharmaceuticals Plc)
Inhaled corticosteroid,ICS,dm+d,14705811000001108,Seretide 250 Evohaler (Sigma Pharmaceuticals Plc)
Inhaled corticosteroid,ICS,dm+d,14755711000001106,Qvar 100 Autohaler (Waymade Healthcare Plc)
Inhaled corticosteroid,ICS,dm+d,14951111000001102,Pulmicort 100micrograms/dose inhaler CFC free (AstraZeneca UK Ltd)
Inhaled corticosteroid,ICS,dm+d,14959511000001107,Budesonide 100micrograms/dose inhaler CFC free
Inhaled corticosteroid,ICS,dm+d,15052211000001104,Beclometasone 200micrograms/dose inhaler (Sigma Pharmaceuticals Plc)
Inhaled corticosteroid,ICS,dm+d,15060511000001109,Budesonide 1mg/2ml nebuliser liquid unit dose vials (Sigma Pharmaceuticals Plc)
Inhaled corticosteroid,ICS,dm+d,15358411000001102,Pulmicort 200micrograms/dose inhaler CFC free (AstraZeneca UK Ltd)
Inhaled corticosteroid,ICS,dm+d,15374611000001106,Budesonide 200micrograms/dose inhaler CFC free
Inhaled corticosteroid,ICS,dm+d,15418911000001106,Qvar 100micrograms/dose Easi-Breathe inhaler (Waymade Healthcare Plc)
Inhaled corticosteroid,ICS,dm+d,15884311000001105,Qvar 100 inhaler (Waymade Healthcare Plc)
Inhaled corticosteroid,ICS,dm+d,16140411000001105,Becodisks 200microgram (Lexon (UK) Ltd)
Inhaled corticosteroid,ICS,dm+d,16140911000001102,Becodisks 400microgram (Lexon (UK) Ltd)
Inhaled corticosteroid,ICS,dm+d,16179611000001103,Flixotide 250micrograms/dose Accuhaler (Lexon (UK) Ltd)
Inhaled corticosteroid,ICS,dm+d,16179811000001104,Flixotide 500micrograms/dose Accuhaler (Lexon (UK) Ltd)
Inhaled corticosteroid,ICS,dm+d,16180011000001105,Flixotide 125micrograms/dose Evohaler (Lexon (UK) Ltd)
Inhaled corticosteroid,ICS,dm+d,16180211000001100,Flixotide 250micrograms/dose Evohaler (Lexon (UK) Ltd)
Inhaled corticosteroid,ICS,dm+d,16180411000001101,Flixotide 0.5mg/2ml Nebules (Lexon (UK) Ltd)
Inhaled corticosteroid,ICS,dm+d,16180611000001103,Flixotide 2mg/2ml Nebules (Lexon (UK) Ltd)
Inhaled corticosteroid,ICS,dm+d,16230011000001102,Pulmicort 100 Turbohaler (Lexon (UK) Ltd)
Inhaled corticosteroid,ICS,dm+d,16230211000001107,Pulmicort 200 Turbohaler (Lexon (UK) Ltd)
Inhaled corticosteroid,ICS,dm+d,16230511000001105,Pulmicort 400 Turbohaler (Lexon (UK) Ltd)
Inhaled corticosteroid,ICS,dm+d,16230911000001103,Pulmicort 0.5mg Respules (Lexon (UK) Ltd)
Inhaled corticosteroid,ICS,dm+d,16231411000001102,Pulmicort 1mg Respules (Lexon (UK) Ltd)
Inhaled corticosteroid,ICS,dm+d,16232011000001103,Qvar 100 Autohaler (Lexon (UK) Ltd)
Inhaled corticosteroid,ICS,dm+d,16240811000001109,Seretide 100 Accuhaler (Lexon (UK) Ltd)
Inhaled corticosteroid,ICS,dm+d,16241011000001107,Seretide 250 Accuhaler (Lexon (UK) Ltd)
Inhaled corticosteroid,ICS,dm+d,16241111000001108,Seretide 500 Accuhaler (Lexon (UK) Ltd)
Inhaled corticosteroid,ICS,dm+d,16241311000001105,Seretide 125 Evohaler (Lexon (UK) Ltd)
Inhaled corticosteroid,ICS,dm+d,16241511000001104,Seretide 250 Evohaler (Lexon (UK) Ltd)
Inhaled corticosteroid,ICS,dm+d,16277711000001101,Becodisks 200microgram (Mawdsley-Brooks & Company Ltd)
Inhaled corticosteroid,ICS,dm+d,16278211000001107,Becodisks 400microgram (Mawdsley-Brooks & Company Ltd)
Inhaled corticosteroid,ICS,dm+d,16545111000001101,Flixotide 250micrograms/dose Accuhaler (Stephar (U.K.) Ltd)
Inhaled corticosteroid,ICS,dm+d,16545311000001104,Flixotide 125micrograms/dose Evohaler (Stephar (U.K.) Ltd)
Inhaled corticosteroid,ICS,dm+d,16545511000001105,Flixotide 250micrograms/dose Evohaler (Stephar (U.K.) Ltd)
Inhaled corticosteroid,ICS,dm+d,16579011000001104,Flixotide 50micrograms/dose Accuhaler (Mawdsley-Brooks & Company Ltd)
Inhaled corticosteroid,ICS,dm+d,16579211000001109,Flixotide 100micrograms/dose Accuhaler (Mawdsley-Brooks & Company Ltd)
Inhaled corticosteroid,ICS,dm+d,16579411000001108,Flixotide 250micrograms/dose Accuhaler (Mawdsley-Brooks & Company Ltd)
Inhaled corticosteroid,ICS,dm+d,16579611000001106,Flixotide 500micrograms/dose Accuhaler (Mawdsley-Brooks & Company Ltd)
Inhaled corticosteroid,ICS,dm+d,16579811000001105,Flixotide 125micrograms/dose Evohaler (Mawdsley-Brooks & Company Ltd)
Inhaled corticosteroid,ICS,dm+d,16580011000001104,Flixotide 250micrograms/dose Evohaler (Mawdsley-Brooks & Company Ltd)
Inhaled corticosteroid,ICS,dm+d,16580211000001109,Flixotide 0.5mg/2ml Nebules (Mawdsley-Brooks & Company Ltd)
Inhaled corticosteroid,ICS,dm+d,16580411000001108,Flixotide 2mg/2ml Nebules (Mawdsley-Brooks & Company Ltd)
Inhaled corticosteroid,ICS,dm+d,16581211000001103,Fluticasone 250micrograms/dose Evohaler (Mawdsley-Brooks & Company Ltd)
Inhaled corticosteroid,ICS,dm+d,16586711000001104,Pulmicort 400 Turbohaler (Stephar (U.K.) Ltd)
Inhaled corticosteroid,ICS,dm+d,16587011000001103,Pulmicort 0.5mg Respules (Stephar (U.K.) Ltd)
Inhaled corticosteroid,ICS,dm+d,16587211000001108,Pulmicort 1mg Respules (Stephar (U.K.) Ltd)
Inhaled corticosteroid,ICS,dm+d,16587911000001104,Seretide 100 Accuhaler (Stephar (U.K.) Ltd)
Inhaled corticosteroid,ICS,dm+d,16588111000001101,Seretide 250 Evohaler (Stephar (U.K.) Ltd)
Inhaled corticosteroid,ICS,dm+d,16728511000001101,Seretide 50 Evohaler (Waymade Healthcare Plc)
Inhaled corticosteroid,ICS,dm+d,17425011000001106,Pulmicort 0.5mg Respules (Mawdsley-Brooks & Company Ltd)
Inhaled corticosteroid,ICS,dm+d,17425311000001109,Pulmicort 1mg Respules (Mawdsley-Brooks & Company Ltd)
Inhaled corticosteroid,ICS,dm+d,17425611000001104,Pulmicort 100 Turbohaler (Mawdsley-Brooks & Company Ltd)
Inhaled corticosteroid,ICS,dm+d,17425811000001100,Pulmicort 200 Turbohaler (Mawdsley-Brooks & Company Ltd)
Inhaled corticosteroid,ICS,dm+d,17426011000001102,Pulmicort 400 Turbohaler (Mawdsley-Brooks & Company Ltd)
Inhaled corticosteroid,ICS,dm+d,17426811000001108,Qvar 50 inhaler (Mawdsley-Brooks & Company Ltd)
Inhaled corticosteroid,ICS,dm+d,17427011000001104,Qvar 100 inhaler (Mawdsley-Brooks & Company Ltd)
Inhaled corticosteroid,ICS,dm+d,17427211000001109,Qvar 100 Autohaler (Mawdsley-Brooks & Company Ltd)
Inhaled corticosteroid,ICS,dm+d,17440111000001102,Seretide 100 Accuhaler (Mawdsley-Brooks & Company Ltd)
Inhaled corticosteroid,ICS,dm+d,17440311000001100,Seretide 250 Accuhaler (Mawdsley-Brooks & Company Ltd)
Inhaled corticosteroid,ICS,dm+d,17440511000001106,Seretide 500 Accuhaler (Mawdsley-Brooks & Company Ltd)
Inhaled corticosteroid,ICS,dm+d,17440711000001101,Seretide 125 Evohaler (Mawdsley-Brooks & Company Ltd)
Inhaled corticosteroid,ICS,dm+d,17440911000001104,Seretide 250 Evohaler (Mawdsley-Brooks & Company Ltd)
Inhaled corticosteroid,ICS,dm+d,17457311000001102,Symbicort 100/6 Turbohaler (Mawdsley-Brooks & Company Ltd)
Inhaled corticosteroid,ICS,dm+d,17457611000001107,Symbicort 200/6 Turbohaler (Mawdsley-Brooks & Company Ltd)
Inhaled corticosteroid,ICS,dm+d,17457811000001106,Symbicort 400/12 Turbohaler (Mawdsley-Brooks & Company Ltd)
Inhaled corticosteroid,ICS,dm+d,17490511000001100,Alvesco 160 inhaler (Mawdsley-Brooks & Company Ltd)
Inhaled corticosteroid,ICS,dm+d,17505711000001109,Flixotide 50micrograms/dose Evohaler (Mawdsley-Brooks & Company Ltd)
Inhaled corticosteroid,ICS,dm+d,17600111000001105,Becodisks 200microgram (Necessity Supplies Ltd)
Inhaled corticosteroid,ICS,dm+d,17600311000001107,Becodisks 400microgram (Necessity Supplies Ltd)
Inhaled corticosteroid,ICS,dm+d,17793411000001101,Beclometasone 50micrograms/dose inhaler (Phoenix Healthcare Distribution Ltd)
Inhaled corticosteroid,ICS,dm+d,17794111000001108,Beclometasone 100micrograms/dose inhaler (Phoenix Healthcare Distribution Ltd)
Inhaled corticosteroid,ICS,dm+d,17809311000001106,Budesonide 500micrograms/2ml nebuliser liquid unit dose vials (Phoenix Healthcare Distribution Ltd)
Inhaled corticosteroid,ICS,dm+d,17810011000001102,Budesonide 1mg/2ml nebuliser liquid unit dose vials (Phoenix Healthcare Distribution Ltd)
Inhaled corticosteroid,ICS,dm+d,17833911000001100,Beclometasone 250micrograms/dose inhaler (Phoenix Healthcare Distribution Ltd)
Inhaled corticosteroid,ICS,dm+d,18050311000001104,Alvesco 160 inhaler (Lexon (UK) Ltd)
Inhaled corticosteroid,ICS,dm+d,18058211000001105,Flixotide 50micrograms/dose Evohaler (Lexon (UK) Ltd)
Inhaled corticosteroid,ICS,dm+d,18058811000001106,Qvar 100micrograms/dose Easi-Breathe inhaler (Sigma Pharmaceuticals Plc)
Inhaled corticosteroid,ICS,dm+d,18059011000001105,Qvar 50micrograms/dose Easi-Breathe inhaler (Sigma Pharmaceuticals Plc)
Inhaled corticosteroid,ICS,dm+d,18174511000001109,Pulmicort 1mg Respules (Necessity Supplies Ltd)
Inhaled corticosteroid,ICS,dm+d,18174711000001104,Pulmicort 0.5mg Respules (Necessity Supplies Ltd)
Inhaled corticosteroid,ICS,dm+d,18174911000001102,Pulmicort 100 Turbohaler (Necessity Supplies Ltd)
Inhaled corticosteroid,ICS,dm+d,18175111000001101,Pulmicort 200 Turbohaler (Necessity Supplies Ltd)
Inhaled corticosteroid,ICS,dm+d,18175311000001104,Pulmicort 400 Turbohaler (Necessity Supplies Ltd)
Inhaled corticosteroid,ICS,dm+d,18185011000001106,Seretide 100 Accuhaler (Necessity Supplies Ltd)
Inhaled corticosteroid,ICS,dm+d,18185211000001101,Seretide 250 Accuhaler (Necessity Supplies Ltd)
Inhaled corticosteroid,ICS,dm+d,18185411000001102,Seretide 500 Accuhaler (Necessity Supplies Ltd)
Inhaled corticosteroid,ICS,dm+d,18185611000001104,Seretide 125 Evohaler (Necessity Supplies Ltd)
Inhaled corticosteroid,ICS,dm+d,18185811000001100,Seretide 250 Evohaler (Necessity Supplies Ltd)
Inhaled corticosteroid,ICS,dm+d,18195111000001106,Symbicort 100/6 Turbohaler (Necessity Supplies Ltd)
Inhaled corticosteroid,ICS,dm+d,18195311000001108,Symbicort 200/6 Turbohaler (Necessity Supplies Ltd)
Inhaled corticosteroid,ICS,dm+d,18195511000001102,Symbicort 400/12 Turbohaler (Necessity Supplies Ltd)
Inhaled corticosteroid,ICS,dm+d,18261611000001102,Flixotide 100micrograms/dose Accuhaler (Necessity Supplies Ltd)
Inhaled corticosteroid,ICS,dm+d,18261811000001103,Flixotide 250micrograms/dose Accuhaler (Necessity Supplies Ltd)
Inhaled corticosteroid,ICS,dm+d,18262011000001101,Flixotide 500micrograms/dose Accuhaler (Necessity Supplies Ltd)
Inhaled corticosteroid,ICS,dm+d,18262211000001106,Flixotide 125micrograms/dose Evohaler (Necessity Supplies Ltd)
Inhaled corticosteroid,ICS,dm+d,18262411000001105,Flixotide 250micrograms/dose Evohaler (Necessity Supplies Ltd)
Inhaled corticosteroid,ICS,dm+d,18262611000001108,Flixotide 250microgram disks (Necessity Supplies Ltd)
Inhaled corticosteroid,ICS,dm+d,18263011000001105,Flixotide 500microgram disks (Necessity Supplies Ltd)
Inhaled corticosteroid,ICS,dm+d,18295511000001100,Qvar 100 Autohaler (Stephar (U.K.) Ltd)
Inhaled corticosteroid,ICS,dm+d,18507011000001106,Budesonide 500micrograms/2ml nebuliser liquid unit dose vials (Almus Pharmaceuticals Ltd)
Inhaled corticosteroid,ICS,dm+d,18507211000001101,Budesonide 1mg/2ml nebuliser liquid unit dose vials (Almus Pharmaceuticals Ltd)
